type,business_id,name,city,stars,review_count,categories,open
business,#NAME?,Volcano Grille,Las Vegas,4.5,37,[Japanese:Restaurants],TRUE
business,XD1uYFuSwqN0M1TzGNPm8Q,VooDoo Wings Co,Las Vegas,4,37,[Food:Chicken Wings:Restaurants],TRUE
business,b6qYCOz0vzJW4U81XLY8IA,Mario's Westside Market,Las Vegas,4,36,[Food:Soul Food:Grocery:Restaurants],TRUE
business,YNNuQ1TfcHrs5OyTaC1QLQ,Capriotti's Sandwich Shop,Las Vegas,4,36,[Sandwiches:Restaurants],TRUE
business,1xZbo0U7inuNHjx1bElwdg,IHOP,Las Vegas,2.5,36,[Breakfast & Brunch:American (Traditional):Restaurants],TRUE
business,LcyRdze96F97xuiV1AG2eg,Brando's Sportsbar,Las Vegas,3.5,36,[Pizza:Bars:Restaurants:Sports Bars:Nightlife],TRUE
business,qJrZMwAfkPrOB6mhjPfv8A,Panini Cafe,Las Vegas,3.5,36,[Kosher:Sandwiches:Restaurants],TRUE
business,jWiGtY7hTqBjbzN3yyRXbw,La Piazza,Las Vegas,3.5,36,[Restaurants:Italian],TRUE
business,olYdX2p1Wa_TafLHEobSOQ,Serrano's Mexican Restaurant,Las Vegas,4.5,36,[Mexican:Restaurants],TRUE
business,YgNhunvo65zAO1FqS3WdWw,Village Pub and Poker,Las Vegas,4,36,[Arts & Entertainment:Casinos:Nightlife:Restaurants],TRUE
business,vN8VznQUky5gJO5zV4N1XQ,Valerio's Tropical Bake Shop,Las Vegas,4,36,[Filipino:Restaurants],TRUE
business,6Oh_zSwy3ec-ThAqHqGj9A,Abyssinia Ethiopian Restaurant,Las Vegas,4,36,[Ethiopian:Restaurants],TRUE
business,TgWvD1aiEvbvaAIzM6-3kA,Cheffinis Hot Dogs,Las Vegas,4.5,36,[Hot Dogs:Restaurants],TRUE
business,0sXYr-llEjeeyHH9dwDpjg,SC Prime Steakhouse,Las Vegas,3.5,36,[Steakhouses:Restaurants],TRUE
business,I1wKHeee3qnA8Io5xGaLjQ,Mood Restaurant,Las Vegas,3.5,36,[American (Traditional):American (New):Restaurants],TRUE
business,UwvrgBZEr6ESA994RyfSKw,Rocky's Bar and Grill,Las Vegas,4,36,[Nightlife:Gastropubs:Bars:Restaurants],TRUE
business,98Cs_twO8VAroN3oA5TkGw,Grand Caf̩,Las Vegas,3,36,[American (New):Cafes:Restaurants],TRUE
business,eQZh_YnG36SvA461oOHw_A,Taqueria El Buen Pastor,Las Vegas,4.5,36,[Food:Street Vendors:Mexican:Restaurants],TRUE
business,vO6-omS0eYqzoYWJGoQvgQ,Sin City Wings,Las Vegas,3.5,36,[Food:Chicken Wings:Food Trucks:Restaurants],TRUE
business,Emdq2gs-xyTWTPbCbAk79w,Lynyrd Skynyrd BBQ and Beer,Las Vegas,3,36,[Food:Beer: Wine & Spirits:American (New):Restaurants],FALSE
business,jnGp9K2AsLFKF3ogfUxsnA,Kathy's Southern Cooking,Las Vegas,4,36,[Soul Food:Southern:Restaurants],FALSE
business,RzVwAdOxT9JQkeoeBMYPoQ,Sierra Gold,Las Vegas,4,36,[Bars:Pubs:Nightlife:American (New):Sports Bars:Restaurants],TRUE
business,VrLD_8ja1LxvUJHMl8VK8w,Sammy's Beach Bar & Grill,Las Vegas,2.5,36,[Burgers:American (Traditional):Sandwiches:Restaurants],TRUE
business,uVRZlamB2A4VMq6TU-QzzQ,Toscano Italian Steakhouse,Las Vegas,4,36,[Bars:Restaurants:Wine Bars:Nightlife:Steakhouses:Italian],TRUE
business,ocZ8pz-8iSz5avdPKnoalA,Nozomi Japanese Restaurant,Las Vegas,3.5,35,[Sushi Bars:Buffets:Japanese:Restaurants],TRUE
business,ZqJQSSmHtoAx0O_SGz3piQ,Sushi Yamaguchi,Las Vegas,4,35,[Sushi Bars:Japanese:Restaurants],TRUE
business,htsJHl2YcqwPfIbQkXrXrg,Timbers - Horizon Ridge,Las Vegas,3.5,35,[Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,w4gafqTSIkBjqPufGEEh6Q,Blue Ox Central,Las Vegas,4,35,[Bars:American (New):Nightlife:Restaurants],TRUE
business,4fxKx3Et2w1przN7IsXi8A,Sushi + Sake,Las Vegas,3.5,35,[Sushi Bars:Japanese:Restaurants],TRUE
business,438PWr0GLaVbZ-Cj3WyYYA,The Carmel Room,Las Vegas,3,35,[Food:Tea Rooms:Breakfast & Brunch:Steakhouses:Restaurants],TRUE
business,eo2XFcJQVF2e_n2N25LnoQ,True Island BBQ,Las Vegas,4,35,[Barbeque:Restaurants],FALSE
business,mIUY44NkBL6l5RTyeTzN2Q,Kai Sushi and Steakhouse,Las Vegas,4,35,[Sushi Bars:Japanese:Restaurants],FALSE
business,FAencdv8yZkYi1YGdX1dcw,Cafe Siena,Las Vegas,2.5,35,[American (Traditional):Restaurants],TRUE
business,1TsUj0DVJ0y_bTTdmphmvw,El Patio Mexico,Las Vegas,3,35,[Mexican:Restaurants],FALSE
business,y18_x-NKD-V3EiLwkSj8Gw,Hick's H&H BBQ Pit Stop,Las Vegas,3.5,35,[Barbeque:Restaurants],TRUE
business,ehaKxqZX0nn-rvFFhhL0hA,Johnny Rockets,Las Vegas,3.5,35,[Burgers:American (Traditional):Sandwiches:Restaurants],TRUE
business,GIOrbXyNmF332SWArLURNA,Khotan,Las Vegas,2.5,35,[Asian Fusion:Restaurants],FALSE
business,hG5QnyJ_lbVAT_jaGc2u1w,Einstein Bros Bagels,Las Vegas,3.5,35,[Breakfast & Brunch:Restaurants],TRUE
business,H-nlydkvuHBlsk4aJzCAYQ,Dang Dee Thai Cuisine,Las Vegas,4,35,[Thai:Restaurants],TRUE
business,5Rtds_pTigLiIEOm5KSAPA,Wake Up Coffee Cafe,Las Vegas,4,35,[Cafes:Restaurants],TRUE
business,d9JI2Js8oGOeVQDr2q3KQw,Cheeburger Cheeburger,Las Vegas,3,35,[Burgers:American (Traditional):Restaurants],TRUE
business,4fZHOYHUaWdCG2upxBSfTg,Bachi Burger,Las Vegas,4,35,[Burgers:Asian Fusion:Restaurants],TRUE
business,yY5y9PjyPWd-8Pl1XkkBVA,The Triple Play,Las Vegas,4.5,34,[Burgers:Cheesesteaks:American (Traditional):Restaurants],FALSE
business,V3S6RpKgYc5XCLjgI9JeeQ,Diamond China Restaurant,Las Vegas,3.5,34,[Chinese:Restaurants],TRUE
business,abN3TI-6TkzvdjeOCjXawQ,Sonic Drive-In,Las Vegas,3,34,[Burgers:Fast Food:Restaurants],TRUE
business,bUEcGqSBzcoofYo4RSr-AA,Geebee's Bar & Grill,Las Vegas,4,34,[American (Traditional):Restaurants],FALSE
business,M7AMdpRP1rOol5JMYeg3dg,Samurai Sam's Teriyaki Grill,Las Vegas,3,34,[Japanese:Restaurants],TRUE
business,6gm0pYy-YQRJwtavzlXUJw,Burger Palace,Las Vegas,2,34,[Burgers:Restaurants],TRUE
business,UigtwOB_B0Wba3yH4IK1AA,Tommy Rocker's,Las Vegas,3.5,34,[Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,HnPMt4Lub6LV9YddPoh1IQ,Lucio Ristorante,Las Vegas,4,34,[Restaurants:Italian],FALSE
business,0jLy2J-6omAKhBDzrNHj9g,Moe's Southwest Grill,Las Vegas,2,34,[Mexican:Restaurants],TRUE
business,7PQRP9l2cSSqjbQdsXL8yw,The Edge of Town,Las Vegas,3,34,[American (Traditional):Restaurants],TRUE
business,iu-GLKS8OOE6jY1Zmf4x4Q,Dennys,Las Vegas,3,34,[Restaurants],TRUE
business,XpdKTCAPOSUj50fTnW94aA,Ciao Ciao Pizza,Las Vegas,4,34,[Pizza:Restaurants],FALSE
business,8ezD9Q-jRLNXbQd1nRceFQ,Johnny Rockets,Las Vegas,2.5,34,[Burgers:American (Traditional):Sandwiches:Restaurants],TRUE
business,3vUKmOsGepPY64Du5oHo-A,Zaba's Mexican Grill,Las Vegas,3.5,34,[Mexican:Restaurants],FALSE
business,rirBJBeLjLiGOUO1-OXliA,Roberto's Taco Shop,Las Vegas,3.5,34,[Mexican:Restaurants],TRUE
business,j4TMayffJHao9Ntd799Bhg,Nikki Beach,Las Vegas,3.5,34,[Breakfast & Brunch:Swimming Pools:Dance Clubs:Nightlife:Active Life:Restaurants],FALSE
business,Z1yPkN93QKvuny8CCm4aDA,Sloppi Jo's Roving Eatery,Las Vegas,4,34,[Mexican:Food Stands:Restaurants],FALSE
business,BTSigmp5qWH2Fq9-xJETzw,BK Whopper Bar,Las Vegas,2.5,34,[Fast Food:Restaurants],TRUE
business,SsgLO6QvVEH6HGJ5fntgNg,Del Mar Cafe,Las Vegas,4,34,[Breakfast & Brunch:Cafes:Restaurants],FALSE
business,kVuzYAB0U-ZYJiY56flz9A,The Diner at LVM Resort,Las Vegas,4.5,34,[Breakfast & Brunch:American (Traditional):Diners:Restaurants],TRUE
business,OAyA2ogCSAn8UHcI9UuQ_w,Divine Cafe at the Springs Preserve,Las Vegas,4,34,[American (New):Restaurants],TRUE
business,odiWWo9o-GdzSweb9mmZpw,Luna Rossa,Las Vegas,3.5,34,[Pizza:Bars:Restaurants:Nightlife:Italian],FALSE
business,xEut_K9v-qeu7KkeZOmQZQ,Pink's,Las Vegas,2.5,34,[Hot Dogs:American (Traditional):Restaurants],FALSE
business,fJJw8Bvw5QP4j0GqE94OJw,Ray's Asian Cuisine and House of Ramen,Las Vegas,3.5,34,[Japanese:Restaurants],FALSE
business,3BBqVbU_Z-kCcUfV3xIUYQ,Cheyenne Saloon,Las Vegas,3,33,[Bars:Music Venues:Arts & Entertainment:Dive Bars:Nightlife:Restaurants],TRUE
business,jOMTNCPSiUIdToLtc5y4Fw,Mr D's Sportsbar & Grill,Las Vegas,4,33,[Bars:Restaurants:American (Traditional):Sports Bars:Nightlife],TRUE
business,S4nbHSW29N0rcXkIlA-wbQ,Sonic Drive-In,Las Vegas,3,33,[Fast Food:Restaurants],TRUE
business,3YLo7L0_1_Hy9SIuDrDceg,Gyro Time Restaurant,Las Vegas,3.5,33,[Greek:Mediterranean:Restaurants],TRUE
business,cYHzDCXCxN3byAsh5rXxJA,Chinois,Las Vegas,2.5,33,[Asian Fusion:Chinese:Restaurants],FALSE
business,3GnkK4g6XHL2BbIQ7LhfAQ,Grand China III,Las Vegas,2.5,33,[Chinese:Restaurants],TRUE
business,Hpc1wwhlPrVDp4BtozjcIA,Qdoba Mexican Grill,Las Vegas,3,33,[Mexican:Restaurants],TRUE
business,LuRD_O-qFm4nDXlVXkI2Jg,The Ka,Las Vegas,3,33,[Sushi Bars:Japanese:Restaurants],FALSE
business,yghonKu_3q4Iu08HbNsyOQ,Chicago Tasty Dogs,Las Vegas,3,33,[Hot Dogs:Restaurants],FALSE
business,tkHy13-6Iuc46OgBbmAaTw,888 Noodle Bar,Las Vegas,3,33,[Szechuan:Asian Fusion:Thai:Chinese:Restaurants],TRUE
business,sJg0ELnsDeuFUJcVubF98g,Kabuki Dining Bar,Las Vegas,4,33,[Sushi Bars:Japanese:Restaurants],FALSE
business,w7MdnHM3JPMgRw_sXj1EQg,Harold's Chicken & Fish,Las Vegas,3,33,[Soul Food:American (Traditional):Chicken Wings:Restaurants],FALSE
business,IUmAp5W5MaCvQ7I0NpF_fQ,BeeGee Kitchen,Las Vegas,3.5,33,[Food:Coffee & Tea:Japanese:Restaurants],FALSE
business,76jf1_2bJCpnF33ZrAgGgA,Jugoo Chinese Restaurant,Las Vegas,3.5,33,[Chinese:Restaurants],TRUE
business,c9wrKx_5AQIKLzqQxOc7hw,Napoli Pizza,Las Vegas,3,33,[Italian:Pizza:Cheesesteaks:Restaurants],TRUE
business,J6olrKurg-lUvQXCHHvDrQ,Boca Do Brasil,Las Vegas,3.5,33,[Restaurants:Pizza:Brazilian],TRUE
business,07kcENxFQxwVWYiZ5fqlOg,Da Sheng Chinese Cuisine,Las Vegas,3.5,33,[Chinese:Restaurants],TRUE
business,mMbsqbFSaHsBxZQPGNSuOQ,The Village Mediterranean Grill,Las Vegas,3.5,33,[Persian/Iranian:Mediterranean:Restaurants],FALSE
business,84T2HrgUxW8hEBhZZhM3Rw,3pm Cafe,Las Vegas,3,33,[Food:Coffee & Tea:Cafes:Japanese:Restaurants],FALSE
business,ieODJuvwd-Tccs-cCtCENA,Lucky Fish Sushi & Grill,Las Vegas,3.5,33,[Sushi Bars:Japanese:Restaurants],FALSE
business,l9yqrxAAs5dnp84oxxG--w,Hacienda Del Rey,Las Vegas,4,33,[Bars:Mexican:Nightlife:Karaoke:Restaurants],TRUE
business,PSg-nm2d7WLP3Jw2k75KFA,Raising Cane's,Las Vegas,4,33,[American (Traditional):Fast Food:Chicken Wings:Restaurants],TRUE
business,vbZ0BWZK1fbBjetxe3sTOQ,The Cafe at The Wynn Resorts,Las Vegas,3.5,33,[Food:Bakeries:Coffee & Tea:Breakfast & Brunch:Restaurants],TRUE
business,8T4aPvtpugzUxJc-DVrLHg,Dumpling King,Las Vegas,4,33,[Chinese:Restaurants],TRUE
business,uqgNQGDC_AQY1f9M3tPsLQ,Al's Donuts & Cafe Burger,Las Vegas,3.5,33,[Food:Burgers:Donuts:Restaurants],TRUE
business,e0HQNVQcfsTavbOsIlCd6w,The Wiener's Circle Las Vegas,Las Vegas,3.5,33,[Burgers:American (New):Hot Dogs:Restaurants],TRUE
business,pCobXgTy6DIfBaT4pjlq0w,Einstein Bros,Las Vegas,3,32,[Sandwiches:Restaurants],TRUE
business,QTJdaJ9IWf0fC0bK2Bdw7Q,Nikki Lee's Sports Pub & Grill,Las Vegas,3.5,32,[Pizza:Bars:Restaurants:Sports Bars:Nightlife],TRUE
business,Mf3kczr0ZQXPic1F7QS8qA,Popeye's Chicken & Biscuits,Las Vegas,3.5,32,[Fast Food:Southern:Restaurants],TRUE
business,unxjJu6JOxVKwGTVdtaXMQ,International House of Pancakes,Las Vegas,3,32,[Breakfast & Brunch:Restaurants],TRUE
business,S6Yknt3RNREcfzpOJ0unJg,China A Go Go,Las Vegas,3,32,[Chinese:Restaurants],TRUE
business,kSSvuD81S7T1Nrr2qsXVPQ,Chuck E Cheese's,Las Vegas,3,32,[Pizza:Restaurants],TRUE
business,BIDo9kJgny-n6XlBkGlrmw,El Pollo Loco,Las Vegas,3,32,[Fast Food:Mexican:Restaurants],TRUE
business,3eERfPI8Ak8383vb5x4Gow,Applebee's,Las Vegas,3,32,[Bars:American (Traditional):Burgers:Nightlife:Sports Bars:Restaurants],TRUE
business,mergQjOh4vok_U1Jg8rVzQ,NM Cafe,Las Vegas,3.5,32,[American (New):Restaurants],TRUE
business,HXS0lWoRrsjMPg9llKTAJQ,Aloha Hawaiian BBQ,Las Vegas,4,32,[Hawaiian:Restaurants],TRUE
business,lECyW46mBLw_cyuP9yF8Hg,Sofias Pizza,Las Vegas,2.5,32,[Delis:Pizza:Restaurants],TRUE
business,dUcVEbrz9jmzEftV5gosIw,San Francisco Shrimp Bar and Deli,Las Vegas,4,32,[Food:Seafood:Restaurants],FALSE
business,ZqvDf2wNGkgPEmmc_QssDQ,Blue Burrito Grille,Las Vegas,2.5,32,[Mexican:Restaurants],TRUE
business,014pkZADThO2BoXFa1tuKg,Promenade Cafe,Las Vegas,2.5,32,[Breakfast & Brunch:American (Traditional):Restaurants],TRUE
business,vbuePEUjg869T_HWyz0qCw,Tinoco's Kitchen,Las Vegas,4,32,[American (New):Restaurants],FALSE
business,BUiiALlrTxLYGGC9KhAkyQ,China Star Buffet,Las Vegas,2,32,[Buffets:Restaurants],FALSE
business,joIBhif6Aj8JXe7L3rGBYA,Goldfinger's Bar & Grille,Las Vegas,3,32,[American (Traditional):Restaurants],TRUE
business,3MI0TP2_POpgSXPHhFGOFA,Golden Grill,Las Vegas,3.5,32,[American (Traditional):Restaurants],FALSE
business,u-0MhE9XQkPq0L167gF-Xg,Taqueria El Tizon Grill 2,Las Vegas,3.5,32,[Mexican:Restaurants],TRUE
business,z-SoOQCr5WEMYTba-H0yJg,Haulin Balls,Las Vegas,3.5,32,[Food:Street Vendors:Food Stands:Restaurants],FALSE
business,#NAME?,Jimmy John's,Las Vegas,3.5,32,[Sandwiches:Restaurants],TRUE
business,vJcjhJ9rQP4-T3K_hdAjfg,La Bocce,Las Vegas,4.5,32,[Restaurants:Italian],TRUE
business,#NAME?,Palermos Pizza,Las Vegas,3.5,32,[Pizza:Restaurants],TRUE
business,CpUPzwk4rsV6UUgqEu1nqQ,Tony Roma's,Las Vegas,3,31,[Steakhouses:Seafood:American (Traditional):Restaurants],FALSE
business,X4G7Zr-7fOr1bBP4iiONuw,The Lodge At Fort Apache,Las Vegas,3,31,[Pubs:Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,7VDrYNPhDKFURZbK4MRi8w,Red Shrimp Company,Las Vegas,3,31,[Chinese:Restaurants],TRUE
business,5PPZZq8-A96Fm3rZvP6fcQ,Don Alejandro's Texan Grill,Las Vegas,1.5,31,[Tex-Mex:Restaurants],TRUE
business,feT6zWjxJR-VaWrV_pQ5AA,Verrazano Pizza,Las Vegas,4,31,[Pizza:Restaurants],TRUE
business,pzF-KpQF8nRMyTUNu5jp2g,Denny's Restaurant,Las Vegas,3,31,[Diners:Restaurants],TRUE
business,YBftkbXRwi-CB6zlAAk5DA,Bomas Bar & Grill,Las Vegas,3,31,[Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,1PSXa1NyhW21P-iTgEs1uw,Wing Stop,Las Vegas,4,31,[Chicken Wings:Restaurants],TRUE
business,MXhg63RI88cAKpNO2y-P-Q,Rub Bbq,Las Vegas,2.5,31,[Barbeque:Restaurants],FALSE
business,XKNY6TytwvkfOiKYRMxRhg,Towers Deli,Las Vegas,3.5,31,[Delis:Restaurants],FALSE
business,3KT9nr1FTTAWPSSm_KVWgQ,Shari's Rock & Roll Diner,Las Vegas,3,31,[Diners:Restaurants],FALSE
business,4wcDUnb2y2fW8sSzFd8EaQ,McDonalds,Las Vegas,1.5,31,[Fast Food:Restaurants],TRUE
business,ukQM_fKwj9go1fxFODynAQ,Albo Pizza,Las Vegas,4,31,[Pizza:Restaurants],TRUE
business,9S1tgwjtErBJywAlXuSIlw,PT's,Las Vegas,4,31,[Bars:Pubs:Nightlife:American (New):Sports Bars:Restaurants],TRUE
business,mZBCQ9l6XKjyHi14mPjZFQ,El Pollo Loco,Las Vegas,3,31,[Fast Food:Mexican:Restaurants],TRUE
business,8v0R86QBqqQF9E7O-Dw1Jw,Technique Restaurant,Las Vegas,4,31,[French:Restaurants],FALSE
business,AxScnvjfLqpPmTLXGjNhcA,China Gourmet,Las Vegas,4,31,[Chinese:Restaurants],TRUE
business,XYiT9CI5hQsIR-ALddx_dg,Happy's Pizza,Las Vegas,3,31,[Pizza:Restaurants],TRUE
business,D4kErYu5HpKJUOOYBWc_aA,Verdi Restaurant & Pizzeria,Las Vegas,3,31,[Italian:Pizza:Restaurants],TRUE
business,IblEAPlN6dfkJb1pvgRrJg,Dita's,Las Vegas,4,31,[German:American (Traditional):Restaurants],FALSE
business,6HCFfg-1HKy6G5t4b_hUPg,Tetsu,Las Vegas,3.5,31,[Japanese:Restaurants],TRUE
business,nZww1gdBAi9HtRKiQHL2qA,California Crab,Las Vegas,3,31,[Seafood:Restaurants],FALSE
business,uExp0zLpyyz3Oaryng_Qeg,Rattlecan,Las Vegas,4,31,[Burgers:Restaurants],FALSE
business,MnaDsfBiNRcCBbnYnlOddw,Wa Da Pho,Las Vegas,4.5,31,[Food:Vietnamese:Asian Fusion:Food Trucks:Restaurants],TRUE
business,GQFAgUy-U2HFA2keF-6EuA,Grand Cafe At Red Rock,Las Vegas,2.5,31,[Cafes:Restaurants],TRUE
business,zTVjTJYlRW8-cT5IQZpkBg,Great Grubbing,Las Vegas,5,31,[Food:Desserts:Juice Bars & Smoothies:Gluten-Free:Restaurants],TRUE
business,GyIBNQinrYtqi3189EbO0w,Teriyaki Madness,Las Vegas,4,31,[Asian Fusion:Japanese:Hawaiian:Restaurants],TRUE
business,DWg_KpDIeHX01e1l1i5TnQ,Checkers,Las Vegas,3,31,[Burgers:Restaurants],TRUE
business,WvF3XVedUioBaG_xLgTgNQ,Jimmy John's,Las Vegas,3,31,[Sandwiches:Restaurants],TRUE
business,CEaQ8qPKHrlUzBiZkIPdEg,Quickee Burgers,Las Vegas,2.5,31,[Burgers:Restaurants],TRUE
business,3Wg1LVOommgixgqwk-gn8w,Beach Pizza,Las Vegas,3.5,30,[Italian:Pizza:Restaurants],TRUE
business,smoGuW2a2Nume83mB3JJSw,Applebee's,Las Vegas,2,30,[Steakhouses:Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,3aOBodth4gjrWeOdQhrV2g,The Hush Puppy,Las Vegas,3.5,30,[Seafood:Comfort Food:Southern:Restaurants],TRUE
business,qTE9glo2Q_-D7nV-4xcyew,Viva El Taco,Las Vegas,3,30,[Fast Food:Mexican:Restaurants],TRUE
business,heBREJDcYo2skmEuyxk1vg,Del Taco,Las Vegas,3.5,30,[Fast Food:Mexican:Restaurants],TRUE
business,reCYCgskR-ZAtUqRenu-Mg,Little Dumpling,Las Vegas,3,30,[Thai:Chinese:Restaurants],TRUE
business,UDChQLVuz9SYgyyIoEqDkQ,Cheers Bar & Grill,Las Vegas,4.5,30,[Dive Bars:Bars:American (New):Nightlife:Restaurants],TRUE
business,498NL-xZfuGa_7D9obfJ_w,Smith's Food & Drug Centers,Las Vegas,4,30,[Food:Bakeries:Grocery:Sandwiches:Restaurants],TRUE
business,MQqf0EPF7TOte49T2Op2Kw,Narita Sushi Bar,Las Vegas,3.5,30,[Japanese:Restaurants],FALSE
business,ViiR9YbakbwMBBbaBaaVjg,Riva by Wolfgang Puck,Las Vegas,3,30,[American (New):Restaurants],TRUE
business,No7csiTdsHqkH76TpN63mg,Almaza Hookah Cafe,Las Vegas,3,30,[Middle Eastern:Restaurants],FALSE
business,U02Ds6t6XBh5G345Hc6tUA,Thai Place,Las Vegas,3,30,[Thai:Restaurants],TRUE
business,QRMnoMddrMPy9gLFqcCKyw,Cabo Mexican Restaurant,Las Vegas,2.5,30,[Mexican:Restaurants],TRUE
business,dF-u2E0ZFAZMlAlsTjHz2A,Applebee's,Las Vegas,3,30,[Bars:American (Traditional):Burgers:Nightlife:Sports Bars:Restaurants],TRUE
business,LVUQqdy6sGRXO7UJqhC8-A,Long Life Vege Restaurant,Las Vegas,4,30,[Vegetarian:Vegan:Chinese:Restaurants],FALSE
business,QtWleJLRz8Ub-54oW1EBEQ,CiCi's Pizza,Las Vegas,3.5,30,[Pizza:Buffets:Restaurants],TRUE
business,S3iZm7-MKPhvXWZRPqC_Og,Grand Caf̩,Las Vegas,3.5,30,[Cafes:Restaurants],TRUE
business,RUz4d1D83xRRXcc-ffkM5g,Cannery Row Buffet,Las Vegas,2.5,30,[Buffets:Restaurants],TRUE
business,vN_Dpq_67Um_AA1agBDs3w,Pasta Pirate,Las Vegas,3.5,30,[American (Traditional):Restaurants],FALSE
business,uK02Gc9r2lqgbLoG3aznTg,Harvest Cafe,Las Vegas,3.5,30,[American (Traditional):Restaurants],TRUE
business,kMugPCLZw8-NJCdBEo-wjw,Red Ribbon,Las Vegas,4,30,[Bakeries:Food:Filipino:Restaurants],TRUE
business,MKUT42AO_eLq0Av-PvQC7A,CiCi's Pizza,Las Vegas,3,30,[Pizza:Restaurants],TRUE
business,eiKbSyHojL6H487z0w9vzQ,Capriotti's Sandwich Shop,Las Vegas,4,30,[Sandwiches:Restaurants],TRUE
business,bntRdC23ijuKo41SBrPgFQ,Quesadilla,Las Vegas,2.5,30,[Mexican:Restaurants],TRUE
business,JM6CdlbuxfalZZ77DAq7Bg,North Forty Saloon and BBQ,Las Vegas,3.5,30,[American (Traditional):Barbeque:Restaurants],FALSE
business,ocZ11f_mu6QH2_cPW2Zfuw,Einstein Bros Bagels,Las Vegas,4,30,[Food:Breakfast & Brunch:Bagels:Coffee & Tea:Restaurants],TRUE
business,9fhgR1AWvToyrvD6DhWQAg,Cafe Volare,Las Vegas,4,30,[Restaurants:Italian],FALSE
business,pw7Ri54ONnKzSr3p3h1lMA,Simpo Sandwich,Las Vegas,4,30,[Sandwiches:Restaurants],FALSE
business,nI5wqhD4RmZSsfXCnsCPBg,Inka Grill,Las Vegas,3,30,[Peruvian:Restaurants],TRUE
business,eBPTPMi_yJGDOs2ca4u8DQ,El Pollo Loco,Las Vegas,3.5,30,[Fast Food:Mexican:Restaurants],TRUE
business,iEE1GLipVAGN9wHNT-TLlw,Shaanxi Gourmet,Las Vegas,3.5,30,[Chinese:Restaurants],FALSE
business,r30VYBWT_oxfM3g9VXVbMA,El Pollo Loco,Las Vegas,3,30,[Fast Food:Mexican:Restaurants],TRUE
business,6bBJymP2jh-tenBY8zvL1A,Siam Thai Kitchen,Las Vegas,4.5,30,[Thai:Restaurants],TRUE
business,SXDm_ep9hqsCDTUPgpK0Zw,Red Robin Gourmet Burgers,Las Vegas,3.5,30,[Burgers:American (Traditional):Restaurants],TRUE
business,JAAjvGyYdAaBTf3z5KhrkA,Sushi Loca,Las Vegas,4,30,[Sushi Bars:Restaurants],TRUE
business,rlrc_AQC4Wn-_GKuzmrfGQ,Capriotti's Sandwich Shop,Las Vegas,4,29,[Sandwiches:Restaurants],TRUE
business,wv-U4BHulKC0OxjkP5zPqw,Fazoli's Italian Restaurant,Las Vegas,3,29,[Restaurants:Italian],TRUE
business,Clz5M4GWy4t45vgZhz3Y1A,Lou's Diner,Las Vegas,4,29,[American (Traditional):Diners:Restaurants],TRUE
business,Q3klrPwtiLO5WS2LWXIvpA,New Shanghai Restaurant,Las Vegas,2.5,29,[Chinese:Restaurants],FALSE
business,xXPf6scUPzkoQ4uBvqzy_w,Seattle Dan's Pizza Pasta & Grinders,Las Vegas,3.5,29,[Pizza:Restaurants],TRUE
business,ywnY2EoUlboGgmXTuczbYQ,PT's,Las Vegas,3.5,29,[Bars:Pubs:Nightlife:American (New):Sports Bars:Restaurants],TRUE
business,R4nPqOjs-SwZ1gv3U5_LKQ,Samurai Sam's,Las Vegas,2.5,29,[Japanese:Restaurants],TRUE
business,R5nMrgW5V8lcmELTmtIj7g,Sao Paulo,Las Vegas,2.5,29,[Cafes:Restaurants],TRUE
business,IfI_tXrbM04L5Bv2kFQ1XA,Giorgio Ristorante E Caffe,Las Vegas,3,29,[Restaurants:Italian],FALSE
business,jBIMDAwgJ57GUsI9xy4wEw,Superbook Deli,Las Vegas,3,29,[Delis:Sandwiches:Restaurants],TRUE
business,DXut5Gke7XM6oAvoFahFNg,Dennys,Las Vegas,2.5,29,[American (Traditional):Restaurants],TRUE
business,yBvj8B6e0Bj7TRM2743Afw,Anna's Garden,Las Vegas,3.5,29,[Chinese:Restaurants],FALSE
business,z6M6o5R_RYGxhD2r2SqUzQ,Saffron,Las Vegas,2,29,[Pakistani:Indian:Restaurants],FALSE
business,ix8XGuorN_sKU0zJD4teOg,Apollo's Pizza Restaurant,Las Vegas,2.5,29,[Greek:Pizza:Sandwiches:Restaurants],TRUE
business,U7UZzI46lSHblzcckkJCyQ,Excalibur Pool,Las Vegas,3,29,[Active Life:Cafes:Swimming Pools:Restaurants],TRUE
business,MvFdtPFj4c-kPJ3ZyDh5Qw,Baja California Restaurant & Cantina,Las Vegas,3.5,29,[Mexican:Restaurants],FALSE
business,Kt_1Xa10qpzkxt0ln-ICvA,The Chuck Wagon Restaurant,Las Vegas,4,29,[American (Traditional):Restaurants],TRUE
business,r2ZPO8PV-kA6Jcht2JUdFQ,Garden Grill,Las Vegas,5,29,[Food:Vegetarian:Street Vendors:Vegan:Restaurants],TRUE
business,XJ68pM_ludxCVDHMpzItRQ,Maru's Pizza and Italian Bistro,Las Vegas,4.5,29,[Italian:Pizza:Restaurants],TRUE
